Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2001,92.5648,92.1237,92.9821,2006-2015,0.0841,0.0496,0.1187,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2002,92.8825,92.4473,93.2936,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2003,93.3136,92.888,93.7146,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2004,93.3194,92.8954,93.719,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2005,93.9718,93.5648,94.3538,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2006,93.8609,93.4503,94.2466,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2007,94.3642,93.9718,94.7318,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2008,94.3812,93.9964,94.7421,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2009,94.4489,94.0642,94.8094,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2010,94.4351,94.0446,94.8007,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2011,94.7467,94.37,95.0989,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2012,95.1213,94.7579,95.4601,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2013,94.6503,94.2673,95.0083,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2014,95.0047,94.6404,95.3449,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2015,95.1592,94.7993,95.4948,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,1 year,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2000,84.417,83.8095,85.0038,2000-2006,0.4719,0.3633,0.5806,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2001,85.3819,84.7898,85.9529,2006-2015,0.1706,0.1009,0.2403,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2002,86.0163,85.4309,86.5801,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2003,85.9821,85.393,86.5493,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2004,86.6094,86.0326,87.1643,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2005,87.2343,86.6656,87.7805,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2006,87.6374,87.0754,88.1766,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2007,88.1022,87.5528,88.629,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2008,88.0182,87.4765,88.538,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2009,88.538,88.0035,89.0501,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2010,88.2332,87.6845,88.759,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2011,88.2899,87.7469,88.8104,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2012,88.8053,88.2716,89.3161,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2013,88.4297,87.8791,88.9569,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,3 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2000,81.249,80.5925,81.8859,2000-2006,0.5701,0.4387,0.7016,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2001,82.2681,81.6252,82.8909,2006-2015,0.2074,0.1228,0.2919,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2002,82.716,82.0751,83.3364,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2003,82.7551,82.1115,83.3779,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2004,83.7269,83.0987,84.3339,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2005,84.2767,83.6534,84.8784,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2006,84.6589,84.0405,85.2555,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2007,85.1988,84.5929,85.783,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2008,85.1707,84.5742,85.7462,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2009,85.8472,85.2585,86.4143,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2010,85.1253,84.5143,85.7142,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2011,85.2992,84.6937,85.8828,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2012,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2013,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,5 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2000,84.0864,83.8483,84.3213,2000-2008,0.2462,0.2062,0.2863,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2001,84.6039,84.3728,84.8319,2008-2015,-0.0567,-0.1056,-0.0078,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2002,84.7458,84.5181,84.9705,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2003,84.6128,84.3839,84.8386,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2004,85.2379,85.0158,85.4571,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2005,85.272,85.0497,85.4913,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2006,85.7961,85.5832,86.0061,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2007,86.1813,85.974,86.3858,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2008,86.3033,86.0975,86.5063,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2009,86.4802,86.2769,86.6808,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2010,86.4355,86.2307,86.6375,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2011,86.4625,86.2592,86.6631,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2012,86.2638,86.0567,86.4681,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2013,86.227,86.0172,86.4338,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2014,86.1598,85.95,86.3667,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2015,86.3362,86.1267,86.5427,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,1 year,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2000,74.2523,73.9623,74.5397,2000-2008,0.3813,0.3193,0.4433,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2001,74.974,74.6912,75.2542,2008-2015,-0.0884,-0.1647,-0.0122,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2002,75.4185,75.1403,75.6941,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2003,75.4269,75.1484,75.7027,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2004,75.7723,75.4988,76.0431,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2005,76.0645,75.7917,76.3347,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2006,76.7843,76.5216,77.0445,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2007,77.3878,77.1313,77.6419,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2008,77.3268,77.071,77.5801,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2009,77.6256,77.3726,77.8763,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2010,77.4733,77.218,77.7261,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2011,77.2599,77.0053,77.512,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2012,76.8474,76.5877,77.1048,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2013,76.6579,76.3933,76.92,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,3 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2000,70.2947,69.9848,70.602,2000-2008,0.4302,0.3602,0.5002,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2001,71.2424,70.9401,71.5421,2008-2015,-0.1001,-0.1864,-0.0138,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2002,71.6451,71.3473,71.9406,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2003,71.5461,71.2479,71.8419,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2004,71.9756,71.6826,72.2661,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2005,72.2236,71.931,72.5138,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2006,73.1193,72.837,73.3992,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2007,73.6827,73.4062,73.9569,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2008,73.6413,73.3657,73.9146,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2009,74.0062,73.7333,74.2768,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2010,73.7157,73.4398,73.9893,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2011,73.3884,73.1125,73.6621,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2012,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2013,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,5 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2000,77.1008,76.762,77.4354,2000-2004,0.2057,0.0329,0.3786,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2001,77.5141,77.1769,77.847,2004-2009,0.4808,0.3667,0.5949,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2002,77.9218,77.5826,78.2567,2009-2015,-0.0549,-0.1583,0.0485,Stable
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2003,77.4996,77.151,77.8437,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2004,78.2073,77.863,78.547,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2005,78.411,78.0596,78.7576,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2006,79.215,78.8766,79.5487,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2007,79.9203,79.592,80.244,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2008,80.2094,79.8853,80.529,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2009,80.6806,80.3624,80.9943,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2010,80.8515,80.5348,81.1637,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2011,81.4464,81.1352,81.753,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2012,80.3564,80.0421,80.6664,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2013,80.5937,80.285,80.8982,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2014,80.8091,80.5029,81.1111,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2015,80.8165,80.5146,81.1142,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,1 year,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2000,67.0573,66.6552,67.4558,2000-2004,0.2786,0.044,0.5133,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2001,67.8473,67.4469,68.2441,2004-2009,0.6586,0.5034,0.8138,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2002,68.4957,68.0923,68.8952,2009-2015,-0.0757,-0.2183,0.0669,Stable
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2003,67.4018,66.988,67.8116,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2004,68.4712,68.0613,68.8771,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2005,68.6666,68.2482,69.0808,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2006,70.1662,69.7622,70.5661,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2007,71.0372,70.6434,71.4268,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2008,70.7668,70.3759,71.1536,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2009,71.39,71.0051,71.7708,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2010,71.858,71.4752,72.2366,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2011,72.328,71.9493,72.7027,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2012,70.7241,70.3441,71.1002,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2013,70.685,70.3093,71.057,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,3 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2000,63.0932,62.6539,63.529,2000-2004,0.3025,0.0475,0.5574,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2001,64.1545,63.7167,64.5886,2004-2009,0.7184,0.5495,0.8872,Trend is Rising
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2002,64.8726,64.4313,65.3101,2009-2015,-0.0829,-0.2389,0.0732,Stable
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2003,63.7469,63.2964,64.1936,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2004,64.6406,64.1932,65.0841,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2005,65.0872,64.6311,65.5392,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2006,66.5669,66.1243,67.0053,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2007,67.4159,66.9835,67.8439,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2008,66.9955,66.5671,67.4198,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2009,67.8285,67.4061,68.2467,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2010,67.9577,67.5361,68.3753,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2011,68.6665,68.2483,69.0805,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2012,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2013,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,5 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2000,67.1457,66.7512,67.5366,2000-2015,-0.0644,-0.1023,-0.0264,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2001,67.1362,66.7442,67.5246,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2002,67.0832,66.6912,67.4718,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2003,66.5355,66.1383,66.9294,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2004,66.7866,66.3913,67.1784,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2005,66.5745,66.1728,66.9727,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2006,66.9386,66.5434,67.3304,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2007,67.1459,66.7502,67.5381,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2008,66.9178,66.5183,67.3139,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2009,66.8167,66.4134,67.2165,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2010,66.5195,66.1115,66.9239,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2011,67.549,67.1382,67.956,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2012,66.3332,65.9157,66.7471,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2013,66.4091,65.9884,66.8259,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2014,66.3117,65.8894,66.7301,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2015,66.8409,66.4169,67.261,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,1 year,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2000,57.3788,56.9006,57.8539,2000-2015,-0.077,-0.1224,-0.0315,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2001,57.3857,56.9117,57.8567,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2002,57.3606,56.8876,57.8306,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2003,56.6076,56.1312,57.0809,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2004,56.4975,56.0238,56.9683,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2005,56.5007,56.0193,56.979,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2006,56.9073,56.4336,57.3781,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2007,57.4571,56.9823,57.9287,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2008,56.5972,56.1187,57.0726,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2009,56.5262,56.044,57.0054,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2010,56.0849,55.5983,56.5684,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2011,56.8928,56.3995,57.3829,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2012,55.5392,55.0414,56.0338,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2013,55.3772,54.8736,55.8776,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,3 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2000,53.6925,53.1391,54.2425,2000-2015,-0.0806,-0.1282,-0.033,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2001,53.8085,53.2623,54.3513,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2002,53.6453,53.1013,54.1859,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2003,52.9387,52.3912,53.483,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2004,52.9,52.3561,53.4408,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2005,52.8699,52.3178,53.4188,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2006,53.1281,52.5848,53.6683,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2007,53.7534,53.2077,54.2956,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2008,52.3967,51.8494,52.9409,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2009,52.3888,51.8373,52.9372,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2010,51.5895,51.0335,52.1424,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2011,52.3468,51.7803,52.9099,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2012,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2013,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2014,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2015,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,5 years,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2000,92.2233,91.209,93.125,2000-2015,0.1528,0.1145,0.1911,Trend is Rising
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2001,91.6481,90.6258,92.5635,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2002,91.5913,90.5635,92.5119,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2003,93.7694,92.8215,94.5958,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2004,93.0479,92.0926,93.8916,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2005,92.7509,91.7776,93.613,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2006,93.445,92.4976,94.2764,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2007,92.9831,92.0406,93.8177,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2008,93.7856,92.8885,94.5729,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2009,93.674,92.788,94.4544,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2010,93.9071,93.0181,94.6861,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2011,94.5627,93.7191,95.2958,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2012,94.5104,93.6458,95.2604,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2013,93.8194,92.9037,94.6204,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2014,94.3674,93.5002,95.122,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2015,93.9229,93.022,94.7109,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,1 year,2016,-,-,-,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2000,83.1891,81.8048,84.4783,2000-2015,0.3033,0.2281,0.3784,Trend is Rising
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2001,83.6842,82.3443,84.932,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2002,83.4239,82.0723,84.6833,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2003,86.1105,84.7889,87.3261,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2004,85.3977,84.1,86.5981,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2005,86.1521,84.8797,87.3257,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,3 years,2006,85.9949,84.6965,87.1917,,,,,
