Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2002,588.6776,585.7748,591.5912,2007-2016,-1.1074,-1.4098,-0.8041,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2003,572.4155,569.5945,575.2471,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2004,574.4368,571.6452,577.2388,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2005,573.1934,570.4095,575.9877,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2006,583.6169,580.8579,586.3858,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2007,588.1138,585.3748,590.8626,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2008,585.0502,582.3329,587.7773,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2009,582.0625,579.3719,584.7627,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2010,562.3115,559.6865,564.9459,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2011,563.3543,560.7409,565.977,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2012,550.2996,547.7093,552.8994,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2013,544.3581,541.7785,546.9471,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2014,546.802,544.213,549.4005,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2015,545.4698,542.88,548.0691,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Observed Rates,2016,530.8952,528.3346,533.4655,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2000,590.8099,587.8159,593.8155,2000-2004,-0.9342,-2.1015,0.247,Stable
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2001,592.8987,589.9385,595.87,2004-2008,0.7072,-1.0744,2.5209,Stable
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2002,588.6776,585.7748,591.5912,2008-2012,-1.4893,-3.1862,0.2374,Stable
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2003,572.4155,569.5945,575.2471,2012-2016,-0.1873,-1.3122,0.9505,Stable
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2004,574.4368,571.6452,577.2388,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2005,573.1934,570.4095,575.9877,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2006,583.6169,580.8579,586.3858,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2007,588.1138,585.3748,590.8626,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2008,586.0627,583.3406,588.7944,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2009,584.0794,581.3795,586.7889,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2010,565.2339,562.5953,567.882,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2011,567.2569,564.6255,569.8977,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2012,555.0815,552.4687,557.7037,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2013,550.0357,547.4294,552.6516,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2014,554.6112,551.9855,557.2464,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2015,556.2626,553.6221,558.9129,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2016,547.3681,544.7288,550.0172,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2000,2105.8719,2093.6841,2118.1131,2000-2004,-1.6574,-2.6534,-0.6512,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2001,2103.9109,2091.6828,2116.1928,2004-2007,1.0899,-2.1812,4.4704,Stable
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2002,2082.51,2070.2992,2094.775,2007-2016,-1.8632,-2.1367,-1.5889,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2003,2009.6049,1997.5964,2021.6677,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2004,1997.8158,1985.8342,2009.8517,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2005,1986.4637,1974.403,1998.5798,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2006,2027.6843,2015.6443,2039.7782,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2007,2055.1222,2043.1048,2067.1926,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2008,2013.0752,2001.385,2024.8166,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2009,1991.0879,1979.6363,2002.5891,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2010,1940.2219,1929.0621,1951.4301,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2011,1932.6602,1921.68,1943.6875,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2012,1851.2541,1840.8142,1861.7384,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2013,1828.3496,1818.2361,1838.5052,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2014,1783.6665,1773.8876,1793.4858,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2015,1784.737,1775.1427,1794.3701,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Observed Rates,2016,1732.7767,1723.477,1742.1141,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2000,2105.8719,2093.6841,2118.1131,2000-2004,-1.6366,-2.7803,-0.4795,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2001,2103.9109,2091.6828,2116.1928,2004-2007,0.9607,-2.7835,4.849,Stable
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2002,2082.51,2070.2992,2094.775,2007-2016,-1.541,-1.8562,-1.2247,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2003,2009.6049,1997.5964,2021.6677,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2004,1997.8158,1985.8342,2009.8517,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2005,1986.4637,1974.403,1998.5798,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2006,2027.6843,2015.6443,2039.7782,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2007,2055.1222,2043.1048,2067.1926,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2008,2016.95,2005.2373,2028.714,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2009,1998.7594,1987.2637,2010.3049,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2010,1951.4239,1940.1997,1962.6968,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2011,1947.5608,1936.4959,1958.6731,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2012,1869.1055,1858.5649,1879.6908,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2013,1849.5294,1839.2987,1859.8026,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2014,1811.8731,1801.9394,1821.8476,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2015,1823.4197,1813.6172,1833.2616,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2016,1797.173,1787.527,1806.8576,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2000,2523.2797,2509.6581,2536.9568,2000-2008,-0.2067,-0.4842,0.0716,Stable
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2001,2523.3756,2509.8276,2536.9785,2008-2016,-1.5606,-1.8403,-1.28,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2002,2526.972,2513.483,2540.5153,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2003,2474.8225,2461.5293,2488.1695,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2004,2488.9929,2475.6853,2502.354,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2005,2492.2274,2478.8355,2505.6733,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2006,2496.6162,2483.3334,2509.9521,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2007,2496.5803,2483.3009,2509.9125,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2008,2482.5949,2469.347,2495.8956,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2009,2451.571,2438.3886,2464.8063,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2010,2380.7323,2367.7563,2393.7612,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2011,2362.5763,2349.6659,2375.5393,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2012,2311.2698,2298.5384,2324.0535,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2013,2294.0832,2281.4645,2306.7537,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2014,2277.7794,2265.2935,2290.3164,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2015,2249.6207,2237.2734,2262.0188,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Observed Rates,2016,2156.161,2144.156,2168.2159,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2000,2523.2797,2509.6581,2536.9568,2000-2008,-0.2231,-0.4655,0.02,Stable
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2001,2523.3756,2509.8276,2536.9785,2008-2016,-1.2196,-1.4649,-0.9737,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2002,2526.972,2513.483,2540.5153,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2003,2474.8225,2461.5293,2488.1695,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2004,2488.9929,2475.6853,2502.354,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2005,2492.2274,2478.8355,2505.6733,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2006,2496.6162,2483.3334,2509.9521,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2007,2496.5803,2483.3009,2509.9125,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2008,2487.3941,2474.1207,2500.7205,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2009,2461.0678,2447.8344,2474.3544,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2010,2394.5571,2381.5057,2407.6616,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2011,2380.8769,2367.8665,2393.9402,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2012,2333.6862,2320.8312,2346.5937,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2013,2320.8359,2308.07,2333.654,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2014,2314.0041,2301.3194,2326.7405,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2015,2298.7454,2286.1281,2311.414,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,Delay-adjusted Rates,2016,2236.5925,2224.1389,2249.0974,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2000,17.928,17.3844,18.4843,2000-2016,0.6941,0.4647,0.924,Trend is Rising
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2001,18.4382,17.8872,19.0017,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2002,18.3874,17.8375,18.95,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2003,17.3751,16.8409,17.922,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2004,18.4272,17.8774,18.9896,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2005,18.4803,17.9249,19.0485,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2006,18.2684,17.7195,18.83,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2007,19.0541,18.4929,19.628,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2008,18.8745,18.316,19.4457,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2009,19.4199,18.852,20.0006,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2010,19.1152,18.5498,19.6935,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2011,19.4279,18.8566,20.0122,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2012,19.1432,18.5742,19.7253,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2013,19.1613,18.5896,19.7462,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2014,19.7695,19.187,20.3653,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2015,20.6414,20.0447,21.2514,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Observed Rates,2016,19.545,18.963,20.1404,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2000,17.928,17.3844,18.4843,2000-2016,0.8293,0.5967,1.0624,Trend is Rising
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2001,18.4382,17.8872,19.0017,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2002,18.3874,17.8375,18.95,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2003,17.3751,16.8409,17.922,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2004,18.4272,17.8774,18.9896,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2005,18.4803,17.9249,19.0485,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2006,18.2684,17.7195,18.83,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2007,19.0541,18.4929,19.628,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2008,18.9056,18.3462,19.4777,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2009,19.4852,18.9154,20.0678,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2010,19.2113,18.6431,19.7925,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2011,19.5565,18.9814,20.1446,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2012,19.3031,18.7293,19.89,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2013,19.3539,18.7764,19.9446,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2014,20.0357,19.4453,20.6395,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2015,21.0118,20.4043,21.6327,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,Delay-adjusted Rates,2016,20.0989,19.5003,20.7111,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2000,427.1036,425.3879,428.8247,2000-2016,-0.1363,-0.246,-0.0264,Trend is Falling
Female,All Races (includes Hispanic),All Ages,Observed Rates,2001,427.2801,425.5753,428.9901,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2002,424.5512,422.8637,426.2438,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2003,417.1501,415.4884,418.8169,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2004,419.2505,417.5935,420.9125,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2005,420.3643,418.6964,422.0373,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2006,421.2207,419.5748,422.8715,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2007,424.305,422.6629,425.9519,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2008,427.9976,426.3593,429.6408,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2009,428.0817,426.4536,429.7145,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2010,417.4956,415.898,419.0981,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2011,419.25,417.6586,420.8461,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2012,419.1519,417.5728,420.7357,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2013,418.4399,416.874,420.0104,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2014,419.7007,418.1435,421.2625,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2015,420.5192,418.9701,422.0727,,,,,
Female,All Races (includes Hispanic),All Ages,Observed Rates,2016,408.0713,406.5543,409.5927,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2000,427.1036,425.3879,428.8247,2000-2016,-0.0182,-0.1135,0.0772,Stable
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2001,427.2801,425.5753,428.9901,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2002,424.5512,422.8637,426.2438,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2003,417.1501,415.4884,418.8169,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2004,419.2505,417.5935,420.9125,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2005,420.3643,418.6964,422.0373,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2006,421.2207,419.5748,422.8715,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2007,424.305,422.6629,425.9519,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2008,428.5458,426.9054,430.1911,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2009,429.1804,427.5482,430.8174,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2010,419.1069,417.503,420.7154,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2011,421.4085,419.8089,423.0127,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2012,421.8563,420.2669,423.4503,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2013,421.6819,420.1039,423.2645,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2014,424.2884,422.7141,425.8672,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2015,427.0626,425.4895,428.6402,,,,,
Female,All Races (includes Hispanic),All Ages,Delay-adjusted Rates,2016,418.7446,417.1883,420.3054,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2000,116.2677,115.1932,117.3498,2000-2016,0.7325,0.5903,0.8749,Trend is Rising
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2001,117.6303,116.5547,118.7134,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2002,116.8978,115.8292,117.9738,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2003,118.2786,117.2059,119.3587,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2004,120.6627,119.5801,121.7526,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2005,122.195,121.0937,123.3037,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2006,123.0795,121.9832,124.1833,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2007,124.2601,123.1553,125.3723,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2008,126.7911,125.6718,127.9178,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2009,128.0376,126.9105,129.1723,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2010,124.6104,123.4951,125.7331,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2011,127.0879,125.9588,128.2246,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2012,127.5548,126.4198,128.6974,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2013,127.8176,126.6777,128.9652,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2014,130.0492,128.895,131.211,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2015,131.7342,130.5712,132.9049,,,,,
Female,All Races (includes Hispanic),Ages < 50,Observed Rates,2016,128.0036,126.8561,129.1587,,,,,
Female,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,116.2677,115.1932,117.3498,2000-2016,0.8413,0.7199,0.9627,Trend is Rising
Female,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2001,117.6303,116.5547,118.7134,,,,,
Female,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2002,116.8978,115.8292,117.9738,,,,,
Female,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2003,118.2786,117.2059,119.3587,,,,,
Female,All Races (includes Hispanic),Ages < 50,Delay-adjusted Rates,2004,120.6627,119.5801,121.7526,,,,,
