Sex,Race/Ethnicity,Age,Stage at Diagnosis,Survival Time,Survival Rate (%),Survival Rate Standard Error,Survival Rate Lower Confidence Interval,Survival Rate Upper Confidence Interval
Female,All Races (includes Hispanic),Ages 15-39,All Stages,2 years,91.3371,0.0679,91.203,91.4693
Female,All Races (includes Hispanic),Ages 15-39,All Stages,3 years,88.7748,0.0775,88.6219,88.9257
Female,All Races (includes Hispanic),Ages 15-39,All Stages,4 years,86.8792,0.0843,86.713,87.0435
Female,All Races (includes Hispanic),Ages 15-39,All Stages,5 years,85.4766,0.0895,85.3003,85.651
Female,All Races (includes Hispanic),Ages 15-39,All Stages,6 years,84.3183,0.094,84.1332,84.5014
Female,All Races (includes Hispanic),Ages 15-39,All Stages,7 years,83.3188,0.0982,83.1254,83.5102
Female,All Races (includes Hispanic),Ages 15-39,All Stages,8 years,82.4971,0.102,82.2961,82.696
Female,All Races (includes Hispanic),Ages 15-39,All Stages,9 years,81.752,0.106,81.5433,81.9587
Female,All Races (includes Hispanic),Ages 15-39,All Stages,10 years,81.0668,0.1102,80.8497,81.2816
Female,All Races (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Female,All Races (includes Hispanic),Ages 40-64,All Stages,1 year,88.2796,0.0314,88.2179,88.341
Female,All Races (includes Hispanic),Ages 40-64,All Stages,2 years,82.5555,0.0377,82.4815,82.6293
Female,All Races (includes Hispanic),Ages 40-64,All Stages,3 years,79.0345,0.0413,78.9535,79.1153
Female,All Races (includes Hispanic),Ages 40-64,All Stages,4 years,76.5978,0.0438,76.5117,76.6836
Female,All Races (includes Hispanic),Ages 40-64,All Stages,5 years,74.7056,0.0461,74.6152,74.7957
Female,All Races (includes Hispanic),Ages 40-64,All Stages,6 years,73.2346,0.0481,73.1402,73.3287
Female,All Races (includes Hispanic),Ages 40-64,All Stages,7 years,72.0216,0.0501,71.9233,72.1196
Female,All Races (includes Hispanic),Ages 40-64,All Stages,8 years,70.9683,0.0521,70.8659,71.0703
Female,All Races (includes Hispanic),Ages 40-64,All Stages,9 years,70.0088,0.0544,69.902,70.1153
Female,All Races (includes Hispanic),Ages 40-64,All Stages,10 years,69.1812,0.0569,69.0695,69.2925
Female,All Races (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Female,All Races (includes Hispanic),Ages 65-74,All Stages,1 year,78.2451,0.0587,78.1299,78.3598
Female,All Races (includes Hispanic),Ages 65-74,All Stages,2 years,71.1549,0.0663,71.0248,71.2846
Female,All Races (includes Hispanic),Ages 65-74,All Stages,3 years,67.0066,0.0711,66.867,67.1457
Female,All Races (includes Hispanic),Ages 65-74,All Stages,4 years,64.2324,0.0752,64.0849,64.3795
Female,All Races (includes Hispanic),Ages 65-74,All Stages,5 years,62.1432,0.0791,61.988,62.2981
Female,All Races (includes Hispanic),Ages 65-74,All Stages,6 years,60.3916,0.0833,60.2281,60.5546
Female,All Races (includes Hispanic),Ages 65-74,All Stages,7 years,58.9035,0.0879,58.731,59.0755
Female,All Races (includes Hispanic),Ages 65-74,All Stages,8 years,57.5195,0.0931,57.3368,57.7018
Female,All Races (includes Hispanic),Ages 65-74,All Stages,9 years,56.3648,0.0991,56.1703,56.5588
Female,All Races (includes Hispanic),Ages 65-74,All Stages,10 years,55.297,0.1062,55.0887,55.5049
Female,All Races (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Female,All Races (includes Hispanic),Ages 75+,All Stages,1 year,63.7821,0.0665,63.6517,63.9122
Female,All Races (includes Hispanic),Ages 75+,All Stages,2 years,56.4658,0.0729,56.3227,56.6086
Female,All Races (includes Hispanic),Ages 75+,All Stages,3 years,52.5758,0.0785,52.4219,52.7294
Female,All Races (includes Hispanic),Ages 75+,All Stages,4 years,50.0978,0.0842,49.9326,50.2627
Female,All Races (includes Hispanic),Ages 75+,All Stages,5 years,48.1559,0.0906,47.9782,48.3334
Female,All Races (includes Hispanic),Ages 75+,All Stages,6 years,46.6356,0.0979,46.4436,46.8274
Female,All Races (includes Hispanic),Ages 75+,All Stages,7 years,45.3222,0.1064,45.1135,45.5306
Female,All Races (includes Hispanic),Ages 75+,All Stages,8 years,44.2021,0.1164,43.9737,44.4301
Female,All Races (includes Hispanic),Ages 75+,All Stages,9 years,43.0994,0.1284,42.8477,43.3509
Female,All Races (includes Hispanic),Ages 75+,All Stages,10 years,41.9747,0.1428,41.6946,42.2545
Female,All Races (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Female,All Races (includes Hispanic),Ages < 20,All Stages,1 year,93.3146,0.1465,93.0215,93.5957
Female,All Races (includes Hispanic),Ages < 20,All Stages,2 years,88.6784,0.1877,88.3048,89.0408
Female,All Races (includes Hispanic),Ages < 20,All Stages,3 years,86.307,0.206,85.8977,86.7053
Female,All Races (includes Hispanic),Ages < 20,All Stages,4 years,84.8409,0.2172,84.4097,85.2612
Female,All Races (includes Hispanic),Ages < 20,All Stages,5 years,83.8149,0.2254,83.3676,84.2514
Female,All Races (includes Hispanic),Ages < 20,All Stages,6 years,83.0469,0.2322,82.5864,83.4965
Female,All Races (includes Hispanic),Ages < 20,All Stages,7 years,82.4779,0.2377,82.0065,82.9383
Female,All Races (includes Hispanic),Ages < 20,All Stages,8 years,81.9973,0.2429,81.5155,82.4679
Female,All Races (includes Hispanic),Ages < 20,All Stages,9 years,81.6585,0.2473,81.1681,82.1375
Female,All Races (includes Hispanic),Ages < 20,All Stages,10 years,81.2431,0.2533,80.7408,81.7338
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,1 year,78.5248,0.4007,77.727,79.298
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,2 years,72.0262,0.4505,71.1322,72.8981
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,3 years,67.989,0.4834,67.031,68.926
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,4 years,65.4728,0.5096,64.4637,66.4611
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,5 years,63.4368,0.5348,62.3783,64.4746
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,6 years,61.8659,0.5597,60.7583,62.9524
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,7 years,60.9362,0.5845,59.7797,62.0707
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,8 years,59.8859,0.6144,58.6703,61.0784
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,9 years,58.4899,0.6507,57.2027,59.753
Female,American Indian / Alaska Native (includes Hispanic),All Ages,All Stages,10 years,57.6501,0.6869,56.2912,58.9834
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,1 year,90.6894,0.5307,89.5924,91.6761
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,2 years,86.0231,0.6419,84.7119,87.2304
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,3 years,82.5928,0.7144,81.1416,83.9437
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,4 years,79.9573,0.7689,78.4004,81.4157
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,5 years,77.7928,0.8149,76.1461,79.3417
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,6 years,76.0796,0.854,74.3565,77.7049
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,7 years,75.0305,0.8842,73.2474,76.7144
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,8 years,74.194,0.9114,72.3568,75.9302
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,9 years,73.5674,0.9412,71.6701,75.3604
Female,American Indian / Alaska Native (includes Hispanic),Ages < 50,All Stages,10 years,72.5754,0.9859,70.5884,74.4535
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,1 year,83.0557,0.5997,81.8433,84.1951
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,2 years,75.8905,0.6987,74.4884,77.2277
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,3 years,71.0628,0.7622,69.5385,72.5265
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,4 years,68.5446,0.8023,66.9424,70.0873
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,5 years,66.7498,0.8391,65.0755,68.3645
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,6 years,65.5379,0.8747,63.7931,67.2215
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,7 years,63.8824,0.9207,62.0468,65.6553
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,8 years,62.6042,0.969,60.6726,64.4706
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,9 years,60.6823,1.0364,58.6174,62.6791
Female,American Indian / Alaska Native (includes Hispanic),Ages 50-64,All Stages,10 years,59.9402,1.0842,57.7798,62.0289
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,1 year,64.8204,0.784,63.2601,66.3332
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,2 years,57.5041,0.8507,55.8175,59.1516
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,3 years,53.718,0.9043,51.9283,55.4722
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,4 years,51.212,0.9604,49.313,53.0767
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,5 years,48.9192,1.0216,46.9012,50.9046
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,6 years,46.9453,1.0905,44.7931,49.0662
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,7 years,46.6741,1.1362,44.4316,48.8834
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,8 years,45.7536,1.2724,43.2423,48.2271
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,9 years,43.855,1.3947,41.1053,46.5684
Female,American Indian / Alaska Native (includes Hispanic),Ages 65+,All Stages,10 years,42.8346,1.5308,39.8184,45.8132
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,1 year,89.4811,2.5553,83.2016,93.5036
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,2 years,84.6229,3.0122,77.6026,89.5888
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,3 years,82.4604,3.1937,75.1361,87.8006
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,4 years,79.2133,3.4732,71.3945,85.116
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,5 years,77.4104,3.6331,69.2998,83.6296
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,6 years,75.5034,3.7971,67.095,82.0487
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,7 years,75.5034,3.7971,67.095,82.0487
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,8 years,75.5034,3.7971,67.095,82.0487
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,9 years,75.5034,3.7971,67.095,82.0487
Female,American Indian / Alaska Native (includes Hispanic),Ages <15,All Stages,10 years,75.5034,3.7971,67.095,82.0487
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,1 year,91.8703,0.8022,90.1446,93.3051
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,2 years,88.5209,0.9488,86.5146,90.2457
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,3 years,84.9859,1.0831,82.7222,86.9767
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,4 years,82.3421,1.1783,79.8947,84.521
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,5 years,80.0211,1.2639,77.4073,82.3677
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,6 years,78.8134,1.3138,76.1012,81.2566
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,7 years,78.0447,1.3532,75.2531,80.5629
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,8 years,77.4545,1.3899,74.5884,80.0417
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,9 years,76.7928,1.4384,73.827,79.4705
Female,American Indian / Alaska Native (includes Hispanic),Ages 15-39,All Stages,10 years,75.6141,1.5182,72.4854,78.4414
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,1 year,85.1364,0.4752,84.178,86.0416
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,2 years,78.4682,0.5598,77.3469,79.5416
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,3 years,74.0705,0.6121,72.8481,75.2476
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,4 years,71.5358,0.646,70.2474,72.7797
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,5 years,69.6536,0.676,68.3063,70.9563
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,6 years,68.1732,0.7051,66.7687,69.5326
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,7 years,66.6374,0.7384,65.1673,68.0615
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,8 years,65.4684,0.7721,63.9315,66.9578
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,9 years,63.998,0.8155,62.375,65.5715
Female,American Indian / Alaska Native (includes Hispanic),Ages 40-64,All Stages,10 years,63.2084,0.8523,61.512,64.8526
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,1 year,70.8745,0.9886,68.8862,72.762
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,2 years,63.6944,1.0815,61.532,65.7709
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,3 years,59.4393,1.1445,57.1577,61.6429
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,4 years,56.7039,1.2089,54.2975,59.0348
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,5 years,54.1808,1.2752,51.6463,56.6426
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,6 years,51.8925,1.3498,49.2132,54.5013
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,7 years,51.2217,1.4079,48.4273,53.9427
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,8 years,50.6081,1.5136,47.603,53.532
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,9 years,49.6685,1.6451,46.4023,52.8452
Female,American Indian / Alaska Native (includes Hispanic),Ages 65-74,All Stages,10 years,48.7882,1.7874,45.2394,52.2385
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,1 year,57.4303,1.232,54.9756,59.8034
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,2 years,49.8811,1.332,47.2422,52.4604
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,3 years,46.6547,1.433,43.8218,49.435
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,4 years,44.4427,1.551,41.3815,47.4557
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,5 years,42.4359,1.6863,39.1133,45.7157
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,6 years,40.8424,1.8269,37.2486,44.3999
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,7 years,40.8424,1.8269,37.2486,44.3999
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,8 years,39.4568,2.2747,34.99,43.8863
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,9 years,35.9715,2.5064,31.0817,40.8769
Female,American Indian / Alaska Native (includes Hispanic),Ages 75+,All Stages,10 years,34.6108,2.8905,28.9965,40.2798
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,1 year,90.2185,1.9818,85.5223,93.4493
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,2 years,86.2517,2.3085,80.9881,90.1463
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,3 years,82.9891,2.5348,77.3328,87.3492
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,4 years,78.4177,2.8349,72.2251,83.3889
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,5 years,76.1936,2.9783,69.7405,81.4544
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,6 years,75.0063,3.0616,68.3976,80.4318
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,7 years,74.3451,3.1138,67.6357,79.8718
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,8 years,74.3451,3.1138,67.6357,79.8718
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,9 years,73.5974,3.1978,66.716,79.2783
Female,American Indian / Alaska Native (includes Hispanic),Ages < 20,All Stages,10 years,73.5974,3.1978,66.716,79.2783
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,1 year,83.2051,0.0927,83.0226,83.3859
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,2 years,76.861,0.1069,76.6507,77.0697
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,3 years,72.8817,0.1156,72.6544,73.1075
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,4 years,70.0793,0.1223,69.8389,70.3183
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,5 years,67.9454,0.1283,67.6933,68.196
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,6 years,66.3996,0.1337,66.1368,66.6609
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,7 years,64.9723,0.1395,64.698,65.245
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,8 years,63.8268,0.1456,63.5408,64.1113
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,9 years,62.8009,0.1522,62.5018,63.0985
Female,Asian / Pacific Islander (includes Hispanic),All Ages,All Stages,10 years,61.9384,0.1596,61.6247,62.2503
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,1 year,94.0434,0.1109,93.8221,94.257
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,2 years,89.8137,0.144,89.5279,90.0923
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,3 years,86.9686,0.1632,86.645,87.2849
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,4 years,84.795,0.1775,84.4435,85.1392
Female,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,5 years,83.06,0.1892,82.6856,83.4272
