Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,White (includes Hispanic),All Ages,2012,166.4239,165.9548,166.8942,,,,,
Both Sexes,White (includes Hispanic),All Ages,2013,163.5368,163.076,163.9986,,,,,
Both Sexes,White (includes Hispanic),All Ages,2014,161.8316,161.3774,162.2869,,,,,
Both Sexes,White (includes Hispanic),All Ages,2015,159.4624,159.0154,159.9104,,,,,
Both Sexes,White (includes Hispanic),All Ages,2016,156.7054,156.2657,157.146,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2000,19.9325,19.7185,20.1484,2000-2016,-1.7351,-1.8373,-1.6327,Trend is Falling
Both Sexes,White (includes Hispanic),Ages < 50,2001,20.1105,19.8964,20.3264,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2002,19.753,19.5414,19.9663,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2003,19.2909,19.0821,19.5015,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2004,18.6001,18.3952,18.8068,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2005,18.6084,18.4034,18.8151,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2006,18.1666,17.9638,18.3711,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2007,17.7703,17.569,17.9733,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2008,17.4536,17.2534,17.6557,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2009,17.5528,17.3509,17.7565,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2010,16.9475,16.7483,17.1485,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2011,16.5129,16.3148,16.7128,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2012,16.3561,16.1579,16.5562,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2013,16.1809,15.9822,16.3813,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2014,15.9447,15.7463,16.145,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2015,15.4114,15.2158,15.609,,,,,
Both Sexes,White (includes Hispanic),Ages < 50,2016,15.3664,15.1707,15.5639,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2000,273.9896,272.2812,275.7062,2000-2008,-2.022,-2.192,-1.8518,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 50-64,2001,270.3695,268.6976,272.0492,2008-2016,-1.1824,-1.3467,-1.0179,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 50-64,2002,265.3257,263.7031,266.9558,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2003,259.4912,257.918,261.0716,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2004,252.027,250.5044,253.5567,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2005,247.6896,246.2058,249.1801,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2006,244.7194,243.2675,246.1779,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2007,237.4751,236.0725,238.884,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2008,233.4083,232.0357,234.7871,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2009,231.1948,229.8474,232.5482,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2010,227.6058,226.288,228.9294,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2011,225.2565,223.962,226.5567,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2012,224.2095,222.9208,225.5038,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2013,219.9786,218.7078,221.255,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2014,218.7902,217.5293,220.0566,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2015,215.662,214.415,216.9145,,,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2016,210.5967,209.3664,211.8324,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2000,1114.5096,1110.8113,1118.2172,2000-2007,-1.1585,-1.2796,-1.0372,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65+,2001,1098.8562,1095.1953,1102.5264,2007-2016,-1.424,-1.5059,-1.342,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65+,2002,1094.2153,1090.573,1097.8667,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2003,1077.866,1074.2656,1081.4755,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2004,1059.8622,1056.3034,1063.4301,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2005,1054.4173,1050.8851,1057.9585,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2006,1038.5316,1035.0453,1042.0267,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2007,1027.2331,1023.7876,1030.6874,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2008,1013.2638,1009.8693,1016.6668,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2009,994.2029,990.8634,997.551,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2010,988.6992,985.3942,992.0124,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2011,971.7115,968.4601,974.9712,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2012,957.1092,953.9244,960.302,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2013,940.2887,937.1723,943.4129,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2014,929.5595,926.4971,932.6294,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2015,917.5785,914.5697,920.5948,,,,,
Both Sexes,White (includes Hispanic),Ages 65+,2016,902.0321,899.0818,904.9897,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2000,2.6067,2.4627,2.757,2000-2016,-1.3737,-1.6908,-1.0555,Trend is Falling
Both Sexes,White (includes Hispanic),Ages <15,2001,2.5327,2.3906,2.681,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2002,2.5774,2.4341,2.727,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2003,2.6358,2.4907,2.7871,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2004,2.4998,2.3583,2.6475,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2005,2.456,2.3156,2.6026,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2006,2.3037,2.1677,2.446,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2007,2.419,2.2795,2.5648,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2008,2.3006,2.1648,2.4426,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2009,2.2207,2.0873,2.3604,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2010,2.2002,2.0674,2.3393,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2011,2.1604,2.0287,2.2984,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2012,2.2997,2.1636,2.4422,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2013,2.2013,2.0679,2.341,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2014,2.0854,1.9555,2.2217,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2015,2.1637,2.0312,2.3027,,,,,
Both Sexes,White (includes Hispanic),Ages <15,2016,2.1797,2.0465,2.3194,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2000,10.7133,10.4896,10.9406,2000-2005,-2.3979,-3.388,-1.3976,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 15-39,2001,10.8538,10.6273,11.084,2005-2016,-0.8662,-1.1936,-0.5377,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 15-39,2002,10.5796,10.3545,10.8084,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2003,10.2353,10.0121,10.4621,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2004,9.8365,9.6164,10.0603,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2005,9.6508,9.4323,9.8732,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2006,9.7211,9.5015,9.9443,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2007,9.4375,9.221,9.6578,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2008,9.3764,9.1604,9.5962,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2009,9.586,9.3667,9.8091,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2010,9.2149,8.9992,9.4344,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2011,9.1108,8.8948,9.3305,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2012,8.9984,8.7841,9.2165,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2013,8.9902,8.7762,9.208,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2014,9.0152,8.8021,9.2322,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2015,8.7797,8.5707,8.9925,,,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2016,8.9975,8.787,9.2116,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2000,168.2948,167.3504,169.2433,2000-2008,-1.967,-2.1404,-1.7933,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,2001,166.8204,165.8928,167.752,2008-2016,-1.3729,-1.5465,-1.1989,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 40-64,2002,163.7691,162.8661,164.6759,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2003,160.1511,159.2729,161.033,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2004,155.3854,154.5331,156.2412,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2005,153.5126,152.6765,154.3522,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2006,151.0208,150.2014,151.8435,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2007,146.7525,145.9556,147.5527,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2008,144.147,143.3639,144.9334,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2009,143.1024,142.3287,143.8793,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2010,140.3384,139.5797,141.1002,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2011,138.2942,137.5471,139.0445,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2012,137.4371,136.692,138.1854,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2013,135.0113,134.2727,135.7531,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2014,133.9153,133.1806,134.6532,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2015,131.3219,130.5958,132.0512,,,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2016,128.4497,127.7312,129.1714,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2000,810.6342,806.2428,815.0435,2000-2016,-1.8948,-1.9356,-1.854,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 65-74,2001,794.1642,789.8091,798.5372,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2002,785.6914,781.3497,790.0512,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2003,765.3414,761.0561,769.6448,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2004,750.1608,745.9229,754.4168,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2005,740.2191,736.0202,744.4359,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2006,724.8972,720.7654,729.0467,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2007,712.7321,708.6748,716.8068,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2008,700.1931,696.2391,704.164,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2009,680.6509,676.8123,684.5058,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2010,675.1842,671.4071,678.9771,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2011,660.5961,656.9088,664.2989,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2012,648.3307,644.7786,651.8975,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2013,633.5536,630.1308,636.9903,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2014,618.8079,615.4948,622.1343,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2015,611.2391,608.0079,614.4833,,,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2016,594.7438,591.6083,597.8918,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2000,1447.0153,1440.9443,1453.1055,2000-2007,-0.7673,-0.8949,-0.6396,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,2001,1432.2554,1426.2527,1438.2771,2007-2016,-1.1366,-1.2232,-1.0498,Trend is Falling
Both Sexes,White (includes Hispanic),Ages 75+,2002,1431.8073,1425.8429,1437.7905,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2003,1419.8357,1413.9342,1425.7557,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2004,1398.7428,1392.9114,1404.5926,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2005,1398.2184,1392.4241,1404.0307,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2006,1381.7157,1375.9859,1387.4633,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2007,1371.3654,1365.6802,1377.0684,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2008,1355.831,1350.1936,1361.486,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2009,1337.2969,1331.7077,1342.9036,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2010,1331.7526,1326.2036,1337.319,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2011,1312.1393,1306.6569,1317.6391,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2012,1294.9798,1289.5624,1300.4143,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2013,1275.9235,1270.5812,1281.2827,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2014,1269.5891,1264.3012,1274.8935,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2015,1252.7803,1247.5669,1258.01,,,,,
Both Sexes,White (includes Hispanic),Ages 75+,2016,1238.2722,1233.136,1243.4245,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2000,2.8576,2.727,2.9927,2000-2016,-1.4666,-1.7693,-1.163,Trend is Falling
Both Sexes,White (includes Hispanic),Ages < 20,2001,2.8144,2.6849,2.9485,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2002,2.8233,2.6937,2.9575,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2003,2.8453,2.7152,2.98,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2004,2.7624,2.6343,2.8951,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2005,2.7321,2.6049,2.8639,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2006,2.521,2.3989,2.6477,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2007,2.5944,2.4705,2.7228,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2008,2.5236,2.4017,2.65,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2009,2.3926,2.2739,2.516,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2010,2.3494,2.2315,2.472,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2011,2.3876,2.2684,2.5114,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2012,2.4801,2.3582,2.6066,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2013,2.3988,2.2788,2.5236,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2014,2.3102,2.1921,2.4329,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2015,2.3215,2.2031,2.4447,,,,,
Both Sexes,White (includes Hispanic),Ages < 20,2016,2.3662,2.2465,2.4907,,,,,
Female,All Races (includes Hispanic),All Ages,2000,166.7002,166.0651,167.3371,2000-2016,-1.3841,-1.4134,-1.3548,Trend is Falling
Female,All Races (includes Hispanic),All Ages,2001,164.6126,163.9852,165.2419,,,,,
Female,All Races (includes Hispanic),All Ages,2002,163.3776,162.7569,164.0002,,,,,
Female,All Races (includes Hispanic),All Ages,2003,161.1637,160.5516,161.7776,,,,,
Female,All Races (includes Hispanic),All Ages,2004,157.9189,157.3166,158.523,,,,,
Female,All Races (includes Hispanic),All Ages,2005,156.4593,155.8638,157.0564,,,,,
Female,All Races (includes Hispanic),All Ages,2006,154.634,154.0458,155.224,,,,,
Female,All Races (includes Hispanic),All Ages,2007,151.9958,151.417,152.5763,,,,,
Female,All Races (includes Hispanic),All Ages,2008,149.2703,148.7013,149.841,,,,,
Female,All Races (includes Hispanic),All Ages,2009,147.1225,146.5614,147.6854,,,,,
Female,All Races (includes Hispanic),All Ages,2010,145.7284,145.1744,146.2841,,,,,
Female,All Races (includes Hispanic),All Ages,2011,143.5014,142.9558,144.0487,,,,,
Female,All Races (includes Hispanic),All Ages,2012,141.782,141.2448,142.3209,,,,,
Female,All Races (includes Hispanic),All Ages,2013,139.223,138.6955,139.7521,,,,,
Female,All Races (includes Hispanic),All Ages,2014,137.8743,137.3542,138.396,,,,,
Female,All Races (includes Hispanic),All Ages,2015,135.8406,135.3291,136.3536,,,,,
Female,All Races (includes Hispanic),All Ages,2016,133.951,133.4471,134.4563,,,,,
Female,All Races (includes Hispanic),Ages < 50,2000,21.7149,21.4299,22.0028,2000-2016,-1.764,-1.879,-1.6489,Trend is Falling
Female,All Races (includes Hispanic),Ages < 50,2001,21.9031,21.6184,22.1905,,,,,
Female,All Races (includes Hispanic),Ages < 50,2002,21.4044,21.1243,21.6874,,,,,
Female,All Races (includes Hispanic),Ages < 50,2003,20.7715,20.4964,21.0495,,,,,
Female,All Races (includes Hispanic),Ages < 50,2004,20.2228,19.9519,20.4966,,,,,
Female,All Races (includes Hispanic),Ages < 50,2005,20.2921,20.0211,20.5657,,,,,
Female,All Races (includes Hispanic),Ages < 50,2006,19.909,19.6407,20.1801,,,,,
Female,All Races (includes Hispanic),Ages < 50,2007,19.4131,19.1476,19.6814,,,,,
Female,All Races (includes Hispanic),Ages < 50,2008,18.7993,18.5374,19.064,,,,,
Female,All Races (includes Hispanic),Ages < 50,2009,18.879,18.6157,19.1451,,,,,
Female,All Races (includes Hispanic),Ages < 50,2010,18.1397,17.881,18.4013,,,,,
Female,All Races (includes Hispanic),Ages < 50,2011,17.9205,17.6621,18.1818,,,,,
Female,All Races (includes Hispanic),Ages < 50,2012,17.6612,17.4037,17.9216,,,,,
Female,All Races (includes Hispanic),Ages < 50,2013,17.4474,17.1901,17.7076,,,,,
Female,All Races (includes Hispanic),Ages < 50,2014,17.1497,16.8934,17.4088,,,,,
Female,All Races (includes Hispanic),Ages < 50,2015,16.691,16.4378,16.9471,,,,,
Female,All Races (includes Hispanic),Ages < 50,2016,16.8981,16.6434,17.1556,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2000,251.2215,249.1231,253.3332,2000-2008,-2.226,-2.372,-2.0797,Trend is Falling
Female,All Races (includes Hispanic),Ages 50-64,2001,246.8778,244.8308,248.9377,2008-2016,-1.1372,-1.2776,-0.9966,Trend is Falling
Female,All Races (includes Hispanic),Ages 50-64,2002,241.8206,239.8363,243.8173,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2003,237.8269,235.8984,239.7673,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2004,229.7649,227.9054,231.6357,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2005,227.0897,225.2742,228.9161,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2006,222.9392,221.1706,224.7185,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2007,215.8765,214.1712,217.5921,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2008,209.7921,208.1354,211.4587,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2009,208.7455,207.118,210.3827,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2010,205.8508,204.2596,207.4514,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2011,203.2568,201.6974,204.8253,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2012,202.1584,200.61,203.7159,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2013,198.2224,196.6987,199.7551,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2014,197.7742,196.2614,199.2958,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2015,195.0726,193.5774,196.5766,,,,,
Female,All Races (includes Hispanic),Ages 50-64,2016,192.7869,191.3048,194.2778,,,,,
Female,All Races (includes Hispanic),Ages 65+,2000,896.5595,892.5155,900.6174,2000-2007,-0.9992,-1.1338,-0.8643,Trend is Falling
Female,All Races (includes Hispanic),Ages 65+,2001,884.1192,880.1121,888.14,2007-2016,-1.4063,-1.4973,-1.3152,Trend is Falling
Female,All Races (includes Hispanic),Ages 65+,2002,883.2031,879.2065,887.2133,,,,,
Female,All Races (includes Hispanic),Ages 65+,2003,874.0483,870.0849,878.0252,,,,,
Female,All Races (includes Hispanic),Ages 65+,2004,861.0825,857.1569,865.0216,,,,,
Female,All Races (includes Hispanic),Ages 65+,2005,852.3114,848.4228,856.2133,,,,,
Female,All Races (includes Hispanic),Ages 65+,2006,844.9873,841.1312,848.8567,,,,,
Female,All Races (includes Hispanic),Ages 65+,2007,835.333,831.5195,839.1596,,,,,
Female,All Races (includes Hispanic),Ages 65+,2008,824.5021,820.7429,828.2742,,,,,
Female,All Races (includes Hispanic),Ages 65+,2009,808.2934,804.5937,812.0059,,,,,
Female,All Races (includes Hispanic),Ages 65+,2010,804.9307,801.2661,808.6079,,,,,
Female,All Races (includes Hispanic),Ages 65+,2011,791.6433,788.0374,795.2615,,,,,
Female,All Races (includes Hispanic),Ages 65+,2012,780.8264,777.2913,784.3735,,,,,
Female,All Races (includes Hispanic),Ages 65+,2013,766.4735,763.0155,769.9433,,,,,
Female,All Races (includes Hispanic),Ages 65+,2014,758.0385,754.6421,761.4463,,,,,
Female,All Races (includes Hispanic),Ages 65+,2015,747.7787,744.4459,751.1226,,,,,
Female,All Races (includes Hispanic),Ages 65+,2016,734.3543,731.0906,737.6288,,,,,
Female,All Races (includes Hispanic),Ages <15,2000,2.2922,2.1224,2.472,2000-2016,-1.421,-1.8089,-1.0315,Trend is Falling
Female,All Races (includes Hispanic),Ages <15,2001,2.3786,2.2057,2.5614,,,,,
Female,All Races (includes Hispanic),Ages <15,2002,2.3369,2.1657,2.518,,,,,
Female,All Races (includes Hispanic),Ages <15,2003,2.3321,2.1613,2.5127,,,,,
Female,All Races (includes Hispanic),Ages <15,2004,2.2683,2.0998,2.4468,,,,,
Female,All Races (includes Hispanic),Ages <15,2005,2.1463,1.9822,2.3203,,,,,
Female,All Races (includes Hispanic),Ages <15,2006,2.0542,1.8939,2.2243,,,,,
Female,All Races (includes Hispanic),Ages <15,2007,2.2497,2.082,2.4273,,,,,
Female,All Races (includes Hispanic),Ages <15,2008,2.135,1.972,2.3079,,,,,
Female,All Races (includes Hispanic),Ages <15,2009,2.0361,1.8774,2.2046,,,,,
Female,All Races (includes Hispanic),Ages <15,2010,2.0534,1.8942,2.2225,,,,,
Female,All Races (includes Hispanic),Ages <15,2011,1.9304,1.7762,2.0944,,,,,
Female,All Races (includes Hispanic),Ages <15,2012,2.0122,1.8546,2.1796,,,,,
Female,All Races (includes Hispanic),Ages <15,2013,2.0188,1.8608,2.1865,,,,,
Female,All Races (includes Hispanic),Ages <15,2014,1.7844,1.6361,1.9425,,,,,
Female,All Races (includes Hispanic),Ages <15,2015,1.9303,1.7758,2.0945,,,,,
Female,All Races (includes Hispanic),Ages <15,2016,1.9835,1.8269,2.1499,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2000,11.7483,11.4507,12.0516,2000-2008,-2.372,-2.9515,-1.789,Trend is Falling
Female,All Races (includes Hispanic),Ages 15-39,2001,11.9148,11.6138,12.2215,2008-2016,-0.598,-1.2274,0.0354,Stable
Female,All Races (includes Hispanic),Ages 15-39,2002,11.5341,11.2364,11.8375,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2003,11.164,10.8694,11.4644,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2004,10.6825,10.3929,10.978,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2005,10.3832,10.0972,10.6752,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2006,10.5186,10.2311,10.812,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2007,10.1232,9.8415,10.4108,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2008,9.8668,9.5889,10.1506,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2009,10.071,9.7899,10.358,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2010,9.6233,9.3479,9.9045,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2011,9.6555,9.3783,9.9386,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2012,9.5888,9.3133,9.8703,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2013,9.4135,9.1412,9.6917,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2014,9.5331,9.2603,9.8118,,,,,
Female,All Races (includes Hispanic),Ages 15-39,2015,9.3124,9.045,9.5855,,,,,
