Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Both Sexes,Non-Hispanic White,Ages < 20,2014,0.0837,0.0592,0.1151,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Non-Hispanic White,Ages < 20,2015,0.0885,0.0632,0.1206,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Non-Hispanic White,Ages < 20,2016,0.0735,0.0506,0.1034,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2000,8.537,8.4216,8.6536,2000-2004,-3.6166,-4.0647,-3.1664,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2001,8.2105,8.098,8.3243,2004-2016,-2.2796,-2.3698,-2.1894,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2002,7.9655,7.8553,8.0768,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2003,7.6898,7.5824,7.7984,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2004,7.3753,7.2706,7.4812,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2005,7.2387,7.1357,7.3429,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2006,7.0074,6.9067,7.1092,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2007,6.865,6.766,6.9651,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2008,6.7097,6.6126,6.808,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2009,6.5561,6.4608,6.6526,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2010,6.3713,6.2781,6.4657,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2011,6.2864,6.1943,6.3795,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2012,6.1733,6.0829,6.2647,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2013,5.9518,5.864,6.0408,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2014,5.892,5.8053,5.9797,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2015,5.6905,5.606,5.776,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),All Ages,2016,5.6205,5.5373,5.7046,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2000,0.9663,0.9196,1.0148,2000-2005,-6.5102,-7.631,-5.3758,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2001,0.9255,0.88,0.9728,2005-2016,-3.8846,-4.3289,-3.4383,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2002,0.8572,0.8135,0.9027,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2003,0.7987,0.7566,0.8426,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2004,0.7441,0.7034,0.7865,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2005,0.6853,0.6462,0.7262,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2006,0.6452,0.6074,0.6849,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2007,0.6618,0.6232,0.7021,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2008,0.6397,0.6016,0.6796,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2009,0.6069,0.5697,0.6459,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2010,0.5678,0.5317,0.6057,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2011,0.5613,0.5251,0.5993,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2012,0.5226,0.4876,0.5594,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2013,0.4986,0.4643,0.5348,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2014,0.4945,0.4601,0.5307,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2015,0.467,0.4336,0.5023,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 50,2016,0.4452,0.4125,0.4797,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2000,10.3844,10.0539,10.723,2000-2005,-6.4614,-7.0535,-5.8655,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2001,9.7423,9.427,10.0655,2005-2016,-3.4725,-3.673,-3.2716,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2002,8.9994,8.7026,9.3038,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2003,8.5393,8.2559,8.8299,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2004,7.8951,7.6274,8.1697,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2005,7.5135,7.2571,7.7766,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2006,7.2027,6.9552,7.4567,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2007,6.905,6.6678,7.1486,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2008,6.5635,6.3354,6.7976,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2009,6.4795,6.2559,6.709,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2010,6.1772,5.9622,6.3981,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2011,6.0608,5.851,6.2763,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2012,5.8782,5.6717,6.0904,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2013,5.5008,5.302,5.7052,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2014,5.4231,5.2267,5.6251,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2015,5.2491,5.0566,5.4471,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 50-64,2016,5.0281,4.84,5.2217,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2000,49.6928,48.9148,50.4801,2000-2004,-2.4519,-2.9775,-1.9234,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2001,48.1055,47.3429,48.8773,2004-2016,-1.8833,-1.9856,-1.7809,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2002,47.4388,46.6841,48.2027,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2003,46.1386,45.3978,46.8885,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2004,44.7276,44.0009,45.4634,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2005,44.4357,43.7152,45.1652,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2006,43.2038,42.4971,43.9192,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2007,42.3356,41.6407,43.0391,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2008,41.6387,40.9548,42.3311,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2009,40.711,40.0392,41.3913,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2010,39.8313,39.1721,40.4987,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2011,39.3343,38.6838,39.9931,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2012,38.8778,38.2384,39.5253,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2013,37.7109,37.0886,38.3411,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2014,37.3533,36.7406,37.9736,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2015,36.1229,35.5263,36.727,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65+,2016,35.9558,35.3673,36.5516,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2000,0.0934,0.0679,0.1254,2000-2016,-4.3847,-6.2283,-2.5049,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2001,0.0717,0.0497,0.1002,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2002,0.1271,0.0969,0.1636,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2003,0.0747,0.052,0.1039,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2004,0.0715,0.0492,0.1004,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2005,0.0941,0.0684,0.1264,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2006,0.0732,0.0507,0.1022,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2007,0.0692,0.0473,0.0976,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2008,0.0634,0.0424,0.091,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2009,0.0711,0.0489,0.0998,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2010,0.0519,0.0332,0.0772,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2011,0.052,0.0333,0.0773,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2012,0.0606,0.0403,0.0876,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2013,0.0455,0.0282,0.0696,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2014,0.063,0.0422,0.0905,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2015,0.0524,0.0336,0.078,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages <15,2016,0.0502,0.0318,0.0753,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2000,0.7062,0.6497,0.7664,2000-2016,-4.4785,-4.9974,-3.9567,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2001,0.6995,0.6429,0.7597,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2002,0.6287,0.5749,0.6861,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2003,0.597,0.5443,0.6535,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2004,0.5777,0.5257,0.6335,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2005,0.4949,0.4466,0.5468,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2006,0.4803,0.433,0.5313,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2007,0.5157,0.4664,0.5688,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2008,0.5195,0.4699,0.5728,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2009,0.4798,0.4322,0.5311,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2010,0.4155,0.3712,0.4636,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2011,0.4274,0.382,0.4765,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2012,0.4054,0.3617,0.453,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2013,0.3877,0.3448,0.4344,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2014,0.3689,0.3273,0.4143,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2015,0.3638,0.3226,0.4088,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 15-39,2016,0.3188,0.2808,0.3605,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2000,6.5338,6.3487,6.7229,2000-2005,-6.5988,-7.1263,-6.0683,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2001,6.1429,5.9659,6.3239,2005-2016,-3.5464,-3.7328,-3.3596,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2002,5.6574,5.4904,5.8281,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2003,5.3651,5.2052,5.5287,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2004,4.9418,4.7906,5.0967,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2005,4.6945,4.5491,4.8434,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2006,4.4775,4.3371,4.6214,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2007,4.3315,4.1953,4.4711,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2008,4.1101,3.9786,4.245,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2009,4.0315,3.9024,4.1639,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2010,3.8779,3.7524,4.0068,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2011,3.791,3.668,3.9173,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2012,3.6283,3.5079,3.7519,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2013,3.4164,3.2997,3.5363,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2014,3.3778,3.2616,3.4973,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2015,3.2399,3.1266,3.3565,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 40-64,2016,3.133,3.0211,3.2482,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2000,32.0334,31.1653,32.9196,2000-2008,-3.7847,-4.1435,-3.4245,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2001,30.5487,29.6995,31.416,2008-2016,-2.5461,-2.9242,-2.1666,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2002,30.0543,29.21,30.9169,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2003,28.0549,27.2391,28.889,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2004,27.3509,26.546,28.1739,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2005,26.1762,25.3903,26.9801,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2006,25.3057,24.5371,26.0922,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2007,24.4356,23.6875,25.2012,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2008,23.1722,22.456,23.9053,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2009,22.6963,21.9977,23.4113,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2010,22.7199,22.0288,23.427,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2011,21.8754,21.2068,22.5595,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2012,21.4937,20.8474,22.1548,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2013,20.3597,19.7475,20.986,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2014,20.2298,19.6316,20.8415,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2015,19.2917,18.7186,19.8777,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 65-74,2016,19.1056,18.5434,19.6803,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2000,69.016,67.6953,70.356,2000-2016,-1.4575,-1.5379,-1.377,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2001,67.3164,66.0206,68.6312,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2002,66.4612,65.1819,67.7594,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2003,65.9261,64.6603,67.2105,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2004,63.7416,62.5035,64.9981,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2005,64.4157,63.1787,65.6708,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2006,62.7881,61.5735,64.0206,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2007,61.922,60.7218,63.14,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2008,61.845,60.649,63.0586,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2009,60.423,59.2445,61.6192,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2010,58.5548,57.4025,59.7245,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2011,58.4383,57.2915,59.6023,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2012,57.8998,56.7651,59.0516,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2013,56.6969,55.5811,57.8294,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2014,56.0901,54.9886,57.2082,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2015,54.5399,53.4613,55.6349,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages 75+,2016,54.3936,53.3276,55.4755,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2000,0.1423,0.1144,0.1749,2000-2016,-4.3012,-5.2763,-3.3161,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2001,0.1226,0.0969,0.153,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2002,0.1387,0.1112,0.1709,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2003,0.1163,0.0913,0.1461,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2004,0.1241,0.0982,0.1547,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2005,0.1296,0.1032,0.1607,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2006,0.1043,0.0808,0.1325,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2007,0.1054,0.0818,0.1337,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2008,0.1114,0.0871,0.1404,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2009,0.0861,0.0648,0.1121,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2010,0.0857,0.0645,0.1116,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2011,0.0803,0.0598,0.1056,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2012,0.0718,0.0523,0.096,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2013,0.0669,0.0482,0.0905,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2014,0.0849,0.0636,0.1111,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2015,0.0802,0.0595,0.1057,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,White (includes Hispanic),Ages < 20,2016,0.0753,0.0553,0.1002,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2000,6.6962,6.5705,6.8238,2000-2004,-3.9354,-4.7724,-3.0911,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2001,6.4151,6.2928,6.5391,2004-2016,-2.6645,-2.8352,-2.4934,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2002,6.1948,6.0754,6.316,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2003,5.9185,5.8028,6.0361,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2004,5.7311,5.6178,5.8461,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2005,5.5585,5.4477,5.671,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2006,5.4384,5.3295,5.5492,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2007,5.2614,5.155,5.3694,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2008,5.0892,4.9854,5.1948,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2009,4.9266,4.8251,5.0298,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2010,4.8518,4.7517,4.9534,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2011,4.6409,4.5439,4.7395,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2012,4.6078,4.512,4.7053,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2013,4.4409,4.3476,4.5358,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2014,4.4262,4.334,4.52,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2015,4.1819,4.0931,4.2723,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),All Ages,2016,4.1744,4.0867,4.2637,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2000,0.7134,0.6626,0.7671,2000-2004,-7.4147,-10.0349,-4.7183,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2001,0.6765,0.6272,0.7286,2004-2016,-3.5247,-4.1692,-2.8758,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2002,0.6354,0.5878,0.6858,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2003,0.5886,0.543,0.637,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2004,0.512,0.4696,0.5572,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2005,0.5104,0.468,0.5556,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2006,0.5068,0.4647,0.5518,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2007,0.4858,0.4445,0.5298,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2008,0.4421,0.4026,0.4846,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2009,0.4584,0.4181,0.5015,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2010,0.4312,0.3921,0.4731,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2011,0.3975,0.3598,0.4381,,,,,,Non-Hodgkin Lymphoma,,,
Female,All Races (includes Hispanic),Ages < 50,2012,0.3938,0.3561,0.4344,,,,,,Non-Hodgkin Lymphoma,,,
